age,gender,experience_level,group_preference,energy_preference,structure_preference,goal,target_style_bucket
25,Male,Advanced,Private,High,Structured,Physical fitness / health,Fitness-Strength
26,Male,Intermediate,Private,High,Mix,Learning a new skill,Dance-Latin
23,Female,Advanced,Private,Depends on mood,Mix,Social,Dance-Classical
21,Female,Beginner,Private,Depends on mood,Structured,Physical fitness / health,Fitness-Controlled
20,Female,Beginner,Private,Depends on mood,Structured,Physical fitness / health,Dance-Classical
22,Female,Beginner,Group,Calm,Mix,Social,Fitness-HighIntensity
48,Other,Intermediate,Private,High,Mix,Stress relief,Dance-Latin
20,Female,Intermediate,No preference,High,Mix,Stress relief,Fitness-Strength
25,Male,Intermediate,Group,High,Structured,Physical fitness / health,Fitness-Strength
21,Female,Advanced,No preference,High,Mix,Physical fitness / health,Fitness-HighIntensity
22,Other,Advanced,No preference,High,Mix,Physical fitness / health,Dance-Latin
22,Male,Intermediate,No preference,Depends on mood,Mix,Learning a new skill,Yoga-Aerial
22,Male,Intermediate,No preference,Calm,Mix,Creative expression,Fitness-HighIntensity
21,Male,Intermediate,No preference,Depends on mood,Mix,Creative expression,Dance-Urban
24,Female,Beginner,Group,Depends on mood,Structured,Physical fitness / health,Dance-Urban
20,Male,Beginner,No preference,High,Structured,Physical fitness / health,Fitness-Strength
51,Other,Intermediate,Group,High,Mix,Stress relief,Dance-Latin
27,Female,Beginner,Private,Depends on mood,Mix,Creative expression,Dance-Classical
29,Male,Intermediate,Private,Depends on mood,Freestyle,Physical fitness / health,Fitness-Strength
20,Female,Beginner,No preference,Depends on mood,Mix,Physical fitness / health,Fitness-Strength
21,Female,Advanced,No preference,High,Mix,Physical fitness / health,Fitness-HighIntensity
19,Female,Advanced,No preference,High,Mix,Physical fitness / health,Dance-Latin
26,Female,Beginner,Group,Depends on mood,Mix,Learning a new skill,Fitness-HighIntensity
26,Female,Beginner,Group,High,Mix,Stress relief,Dance-Urban
26,Female,Beginner,Group,High,Mix,Stress relief,Fitness-HighIntensity
23,Female,Beginner,Group,High,Mix,Stress relief,Dance-Urban
17,Female,Advanced,Group,High,Structured,Stress relief,Dance-Classical
22,Female,Beginner,No preference,Depends on mood,Mix,Learning a new skill,Dance-Urban
25,Other,Intermediate,Group,Depends on mood,Structured,Physical fitness / health,Fitness-HighIntensity
17,Other,Intermediate,Group,High,Structured,Stress relief,Dance-Classical
22,Female,Beginner,Private,Depends on mood,Structured,Physical fitness / health,Fitness-Controlled
23,Female,Beginner,Group,Depends on mood,Structured,Physical fitness / health,Dance-Classical
22,Male,Intermediate,No preference,Depends on mood,Mix,Physical fitness / health,Fitness-Strength
17,Other,Beginner,No preference,Depends on mood,Structured,Learning a new skill,Dance-Urban
23,Other,Beginner,Private,High,Mix,Social,Dance-Urban
19,Male,Advanced,Group,High,Mix,Learning a new skill,Fitness-Strength
19,Male,Advanced,No preference,High,Mix,Learning a new skill,Dance-Urban
23,Female,Intermediate,Private,Depends on mood,Mix,Creative expression,Dance-Classical
28,Female,Beginner,Private,Depends on mood,Freestyle,Physical fitness / health,Fitness-HighIntensity
23,Female,Beginner,Private,Depends on mood,Mix,Creative expression,Dance-Classical
21,Male,Beginner,Group,Calm,Mix,Stress relief,Fitness-HighIntensity
21,Male,Beginner,Group,Calm,Mix,Stress relief,Dance-Latin
24,Male,Intermediate,Group,Depends on mood,Structured,Physical fitness / health,Yoga-Aerial
21,Male,Intermediate,Group,High,Structured,Physical fitness / health,Fitness-Strength
20,Female,Intermediate,Group,Depends on mood,Structured,Physical fitness / health,Fitness-HighIntensity
23,Female,Intermediate,No preference,High,Mix,Stress relief,Fitness-Strength
26,Female,Intermediate,Group,Depends on mood,Mix,Creative expression,Dance-Classical
19,Female,Intermediate,Group,Depends on mood,Structured,Physical fitness / health,Fitness-HighIntensity
18,Male,Intermediate,No preference,High,Structured,Physical fitness / health,Fitness-Strength
22,Female,Advanced,Group,Depends on mood,Mix,Social,Dance-Classical
27,Male,Intermediate,Group,High,Freestyle,Physical fitness / health,Fitness-Strength
31,Female,Advanced,No preference,Calm,Mix,Stress relief,Fitness-Controlled
17,Other,Intermediate,Group,Depends on mood,Structured,Stress relief,Dance-Classical
20,Female,Beginner,Group,Depends on mood,Mix,Learning a new skill,Yoga-Aerial
25,Female,Advanced,Group,Calm,Structured,Stress relief,Yoga-Dynamic
20,Male,Beginner,Private,Calm,Freestyle,Creative expression,Yoga-Aerial
30,Female,Advanced,No preference,Depends on mood,Freestyle,Physical fitness / health,Fitness-HighIntensity
22,Female,Beginner,Group,Depends on mood,Freestyle,Physical fitness / health,Fitness-HighIntensity
26,Female,Advanced,Private,Calm,Structured,Stress relief,Yoga-Dynamic
33,Female,Intermediate,No preference,Calm,Mix,Stress relief,Fitness-Controlled
23,Female,Beginner,Group,High,Mix,Stress relief,Fitness-HighIntensity
25,Female,Beginner,Group,High,Mix,Stress relief,Dance-Urban
21,Female,Beginner,Private,Depends on mood,Freestyle,Creative expression,Dance-Classical
19,Female,Intermediate,Group,High,Structured,Stress relief,Dance-Classical
26,Female,Intermediate,No preference,Depends on mood,Structured,Physical fitness / health,Yoga-Aerial
27,Female,Intermediate,Private,High,Freestyle,Stress relief,Fitness-HighIntensity
20,Female,Beginner,Private,Calm,Mix,Creative expression,Dance-Urban
26,Male,Beginner,Group,High,Freestyle,Physical fitness / health,Fitness-Strength
36,Male,Intermediate,No preference,Depends on mood,Freestyle,Physical fitness / health,Fitness-Strength
21,Female,Intermediate,No preference,Depends on mood,Mix,Physical fitness / health,Fitness-Strength
24,Female,Beginner,Private,Depends on mood,Freestyle,Creative expression,Dance-Classical
34,Female,Intermediate,Private,Depends on mood,Freestyle,Physical fitness / health,Fitness-Strength
